userName,score,at,content
wirdaangel@gmail.com waris,3,2024-07-18 10:45:52,Sebelum di perbaharui saldo mitra buka lapakku jg ada di apk buka lapak sekaran g saldo di mitra Bukalapak tidak tercantum di apk bukalapak itu knp yah
Infi Nix,4,2024-07-18 10:25:30,Ongkir di BL mahal
Nur Baeti,5,2024-07-18 07:32:45,"Apa kabar bukalapak..? saya sudah membayar tagihan dengan lunas dan aplikasinya juga sudah saya hapus, tapi kenapa saya masih dapat tagihan dengan ancaman akan mendatangi rumah saya, utang cuma 140rb sudah berikut denda itupun sudah saya lunasi kenapa masih ada ancaman.."
DIMENSI KOMPUTER TELUK KUANTAN,5,2024-07-18 07:18:29,Ok
Abraham Hutasoit,5,2024-07-18 05:32:36,Bagus terimakasih
Ronggo Lawe,1,2024-07-18 04:33:57,"Aplikasi GK jelas,aku di kasih link Sama temen ku,niat nya mau belanja,udah buka link tersebut malah Gak mau muncul barang nya,tetep aja di beranda, seharusnya kan langsung otomatis menuju ke link tersebut. Trus TK cari in toko pelapak nya juga GK ada.tolong di perbaiki lah."
Silver One,1,2024-07-18 04:00:22,"Mungkin ga jelas apknya,bknnya naik limit mlh ga BS di pakai LG limitnya,di uninstall aja,jualanya jg mahal mahal"
Astra elian,1,2024-07-18 03:01:09,Paylater tidak bisa dipakai
merly susiadi,5,2024-07-18 02:05:00,Top
yesy faisal,5,2024-07-18 01:43:48,Istimewa
Rocks n Jewelry,1,2024-07-18 01:39:50,Pay letter sudah tidak bisa digunakan lagi.padahal aku pelanggan lamaaaaa.
Pengguna Google,5,2024-07-18 01:22:09,Pengiriman cepat dan paking nya bagus dan rapih
mochammad kasman,5,2024-07-17 23:59:20,Bagus
G House TV,1,2024-07-17 23:23:05,"Busett data gw bisa ada di dark web, anjir anjir. Jangan download kalo data nya gamau bocor"
Customer Service,2,2024-07-17 16:26:56,"KENAPA SALDO BUKA LAPAK SAYA DIBEKUKAN DAN BAGAIMANA DENGAN UANG SAYA DI BUKALAPAK APA KAU AMAN , KPD PIHAK BUKALAPAK MOHON BANTUANNYA UNTUK DI BUKA BUKALAPAK SAYA YANG DI BEKUKAN"
Putut Prihanto Soekamto,1,2024-07-17 16:12:26,"bangkrut ya... kok ngajuin komplen susah bener... apa dah gak punya karyawan lagi... hadehhh... itu serbu seru bermasalah dapat kok di klik malah kadLuarsa parah. Status pengaduan ,komplen, bukabantian di nyalakan dong. bukan di kasih dRi tetimoni masalah orang lain... hadeh"
Geddeq N2,1,2024-07-17 14:34:21,"Respon Cs LAMBATT,"
Daud Yunus,2,2024-07-17 14:30:07,BUG REPORT NEW UPDATE 🥵🥵🥵 Anda tidak memiliki izin untuk mengakses halaman ini Why🧐 im old user 😓
mella rayya,3,2024-07-17 11:52:25,"Iklan pop up nya ngeselin. Silakan beriklan, tapi kalo saya tekan tombol silang ya sewajarnya hilang iklannya. Bukannya malah kebuka iklannya."
Onny Widiyayana,4,2024-07-17 11:42:00,"Mohon konfirmasi nya karena saya tidak bisa melakukan pembayaran Bukalapak paylater, keterangan pada apk sistem paylater sedang dalam gangguan..."
Jeremia Purba,5,2024-07-17 10:36:50,Apk yg sangat bagus
Asep Maulana,3,2024-07-17 09:10:12,Mana voucher gratis ongkir nya haduhhhh gk adaaa..... Gmna mau belanja ongkirnya mahal voucher nya gk ada
Karina Saffa,5,2024-07-17 06:16:26,Sangat membantu
Dora Sylviana,5,2024-07-17 06:08:37,Semoga bertambah lancar aplikasinya
Haerudi Dodi,4,2024-07-17 06:01:22,untuk top up/isi saldo bukalapaknya bermasalah...!
harofik movic,5,2024-07-17 06:00:34,"Alhamdulillah, aplikasi belanja di buka lapak sangat membantu dan barangnya barangnya original dan memuaskan, di aplikasi lain tidak ada Alhamdulillah saya temukan barangnya di bukalapak, maju terus bukalapak, i love bukalapak."
diablo,1,2024-07-17 04:29:42,"Olshop tipu"" Beli voucher game tapi ga ada kode redeemnya Minta bantuan adminnya suruh nunggu dalam antrian aja dari sejam Ga beres ini olshop"
Hayang Ngopi,1,2024-07-17 04:09:21,Bangkrut aja lu mending aplikasi lazada shopee dan toko pedia
Jenita Maulidiyah,5,2024-07-17 03:48:44,Ok
firmanto Achmad,5,2024-07-17 00:28:50,Membantu kebutuhan
Azka Sholeha,1,2024-07-16 17:45:16,"Uang saya hilang begitu saja, 500,000 Apl,tidak bertanggung jawab,"
Khusaini Nur,5,2024-07-16 16:56:38,"See u later Bukalapak, akun saya hapus dikarenakan 1 atau beberapa hal yang jadi bahan pertimbangan. Thanks for all 🙏🙏🙏🙏"
Nama Depan,1,2024-07-16 16:50:32,"ongkir lu ngapa mahal amat sih,, dari dulu, tujuan ke kalbar. marketplace lain murah meriah, malahan ada yg ngasih ongkir 4000."
Yono Suyono,5,2024-07-16 14:03:36,Alhamdulillah TDK pernah kecewa di Bukalapak
Cahya Yullisman,1,2024-07-16 13:18:16,Selamat tinggal BL....Payletter nggk aktif so aplikasi jd nggk guna.uninstal aja.
fazel zelll,1,2024-07-16 12:33:45,Cicilan di bayar tepat waktu terus GK pernah telat tapi pas mau pake paylater malah GK bisa di pake udah hampir 4bln di coba LG tetep GK bisa asuuuuu
Dedi Herawan,5,2024-07-16 11:34:37,"Mantap,mudah untuk berbelanja"
Euis Julaeha,5,2024-07-16 09:01:45,Senang belanja di Bukalapak fast respon
Fik S,1,2024-07-16 07:42:59,Paylater dah ga bsa dipake lagi... payah
Uci Sanusi,5,2024-07-16 06:44:37,Mantap pesanan ada di Bukalapak selalu ditunggu
lestari narti,5,2024-07-16 06:24:27,Ok
James Tendean,1,2024-07-16 05:19:06,Sayang sekali aplikasi seperti ini membiarkan penipu tuk berkeliaran di sini dengan menipu pakai aplikasi ini...
Fajri Zae,1,2024-07-16 04:30:41,Sampah
Babay Subadra,2,2024-07-16 04:26:34,"Kurang promo... Sdh tdk ada ongkir gratis... Payah....kalah dengan tetangga hijau, Orange dn sibiru."
Yusuf Usuf,5,2024-07-16 04:02:27,Ok
Saepul Bahri,5,2024-07-16 04:01:52,Bagus
Juliani,1,2024-07-16 03:28:16,tidak bisa d dounld
Ahmad Rovik,3,2024-07-16 03:13:38,"Parah bener,skrg jd gak bisa pkai bukalapak paylater..mohon maaf sy istirahat dulu ajaa"
Choirul Anwar,4,2024-07-16 03:02:18,Sip lah
Rick Rancyd,5,2024-07-16 01:45:49,"Bintang 5, PAHAM kan . ."
Johnfranky,1,2024-07-15 18:43:35,Ongkirnya mahal beda dgn market place lain
SOUND FOR HYPNOTIZE,1,2024-07-15 18:35:49,Sudah waktunya Goodby untuk buka lapak .. . bertahun² jadi pelanggannya' tapi semakin gak nyaman .. Paylatter musnah dan promosi sama sekali gak ada
mardin naya,5,2024-07-15 13:01:16,Oke
mitha supriatna,3,2024-07-15 12:20:55,Blom bisa pake plylater
Heru Nurcahyono,5,2024-07-15 11:23:42,baguss
victor moningka,5,2024-07-15 11:15:35,Mantap
ptri nviana,5,2024-07-15 11:13:55,BAGUS
Ypank Gopank,1,2024-07-15 08:56:06,"paylaterny sudah gak bisa, payah payah"
surya na,1,2024-07-15 08:28:32,"Ribet banget, udah isi nomor hp, udah ada notif lewat wa, ehh pas mau masukin lagi nomornya udah dipake"
Hasan Fauzan,5,2024-07-15 05:38:34,Mantap
Koy's 13,5,2024-07-15 05:15:58,Yayayyaa
riki solok,3,2024-07-15 04:32:16,Saldo saya awalnya tiba tiba ada transaksi beli buka emas di bukalapak yg tidak pernah saya lakukan namun setelah saya liat saldo buka emas saya dan saya lakukan penarikan tetapi saldo bukadompet saya dibekukan dan untuk saat ini kenapa akun saya yg dibekukan ada apa dengan bukalapak?
Lucky Susanto,5,2024-07-15 04:00:57,ok
Salomo Sihaloho,1,2024-07-15 03:01:15,"Gak ada gratis ongkir,dan ongkirmahal,,,kedepannya supaya bisa di perbaiki makasih, 🙏"
Elios studio,1,2024-07-15 02:01:41,"Sudah 10 bulan berlalu, TIDAK ADA 1 PUN, calon pembeli yang chat saya untuk menanyakan barang yg saya jual di bukalapak, sebegitu menurunnya kah peminat di bukalapak? Padahal barang yg saya jual termasuk barang (bekas) yg mengikuti perkembangan zaman. (Kamera dslr, drone dji, lensa2 canon, nikon) ,tapi sama sekali tdk ada yg chat barang dagangan saya, beda di toko ijo & oren ,disana masih rame. . marketplace pertama yg saya gunakan utk jual beli ini, ternyata sdh tdk d butuhkan kebanyakan org."
Vivi Lutfiah,1,2024-07-14 22:00:46,Uninstall aja lah ga bisaa ubah alamat email
voli samarinda,5,2024-07-14 14:55:31,Semakin maju
Ahmad Bonsai,3,2024-07-14 13:35:43,Berhenti pakai paylater
Reyhan Hamami,5,2024-07-14 12:17:12,"Setelah sekian lama jadi pelanggan setia Bukalapak, akhirnya saya tersadar klo disini sering mengecewakan, terutama pas chat bukabantuan di Twitter, klo ngk mampu bikin fitur baru lebih baik jgn ditampilkan dulu bikin PHP, maaf saya harus pergi dari aplikasi karya bangsa, krna emg sekarang kualitas nya buruk sekali, bener2 buruk, pengen tau apa aja yg buruk, hubungi saya via email, klo disini kepanjangan, bye Bukalapak"
Yasin Doank,5,2024-07-14 12:00:10,Ok mantabb
Agi Jasri,5,2024-07-14 11:49:17,Mantap
Imade Persadi,5,2024-07-14 11:33:22,Puas belanja dibukalapak
Yesha Alifiani,1,2024-07-14 11:09:38,Dulu bagus sekarang sudahbtidak bagus lagi
AVS madiun official,5,2024-07-14 09:18:45,Alhamdulillah sudah sekian kalinya saya order di Bukalapak . Aman nyaman dan terpercaya . Terima kasih Bukalapak semoga selalu amanah dlm melayani customer 👍👍👍👍👍
I komang asta Darma,1,2024-07-14 09:08:48,"Tidak jelas, persulit daftar, bikin habis data"
ETERNAL NEW GAME,2,2024-07-14 08:14:31,Sudah ngga bisa pake paylater....
nezelforp,5,2024-07-14 07:27:20,ok
Sugito Hendri Yanto,5,2024-07-14 07:11:54,"Dahsyat banget...promonya banyak banget,,harga barangnya juga murah2..makasih bukalapak,sukses terus buat bukalapak..."
Lanang Prakoso Huda,1,2024-07-14 06:07:50,"Makin jelek ni buka lapak ,, ngg melindungi pembeli dr penjual abal2"
Mig Gas,5,2024-07-14 05:55:03,Pelayanan .ok..tapi .yg lugas..transparan
Nrimo Ing pandum666,5,2024-07-14 05:41:01,ok
Erna Wati,4,2024-07-14 05:37:38,Bagus
August Rydone,5,2024-07-14 05:34:22,I love you !
Muhaemin 338,5,2024-07-14 05:00:06,Siip
edwin,5,2024-07-14 04:17:42,Bagus dan rekomendasi
Herman Parman,5,2024-07-14 04:03:53,Mantap
Agustian Budiwana,5,2024-07-14 03:09:33,Ok
Agus Nugroho,3,2024-07-14 02:31:50,"Pembayaran payleter ga pernah telat,,tp d berkukan"
Fika Tianah,1,2024-07-14 00:44:26,"APK TOLOL , APK RUSAK , APK MAU BANKRUT , PAYLATERNYA GA BISA DI PAKE BUKA DOMPET DI BEKUKAN , UDAH MENDING LU BANKRUT AJA TOLOL"
Ade Syamsudin,5,2024-07-14 00:18:21,Cocok dan nyaman banget belanja disini... kayaknya aku betah belanja disini... gampang transaksinya dengan metode pembayaran apapun dan bisa menemukan barang yang saya butuhkan mantap pokoknya 👍👍👍
lukman sahid,5,2024-07-14 00:06:44,Good
asep anjung,1,2024-07-13 18:57:44,Sangat buruk saya kecewa saldo didana saya di abil semua tanpa persetujuan saya
Iwan Mega,5,2024-07-13 18:14:16,"The best la Bukalapak,,, sala sukses buat kita semua"
Bintang Virendra,1,2024-07-13 16:38:23,Apk perampok saldo langsung terpotong otomatis tanpa meminta pin.di bikin laporan ke cs akun Mala di non aktifkan
sigit yuliyanto,5,2024-07-13 15:47:40,CEOnya tidak menghargai golongan politik tertentu
Anjas Saputra,4,2024-07-13 14:58:33,Mantap ya
IWAN HERMAWAN,5,2024-07-13 14:36:34,Mantap
Agus Rusdian,1,2024-07-13 14:29:34,Baru kemarin di update sekarang minta di update lagi.. pokonya update terusssss
Sebastian Opay,5,2024-07-13 12:32:39,Ok
GW,5,2024-07-13 10:58:24,Bagus
herman mariati,5,2024-07-13 10:08:57,Ok bagus
Wildan Hamdan,4,2024-07-13 08:14:30,"Dulu sering belanja di Bukalapak, tapi akhir akhir ini jarang belanja di Bukalapak karena produk tidak selengkap e-commerce sebelah dan promosi gratis ongkir yang jarang. Saya berharap Bukalapak bisa berinovasi untuk menarik penjual yang lain ke Bukalapak dan melakukan promosi gratis ongkir."
Sate ayam Zahra Ponorogo,5,2024-07-13 07:58:05,mantaap
kosmasdakhi dakhikosda,3,2024-07-13 07:30:22,Mantap
WES CHANNEL,1,2024-07-13 07:05:53,Sangat kecewa paylater tidak bisa digunakan kembali
Paian Silitonga,5,2024-07-13 06:31:37,Pengiriman sangat cepat dan lancar trima kasih.
Yuyus Rusana,5,2024-07-13 06:22:22,Bagus
Shpoee S,5,2024-07-13 06:17:13,Sangat cocok untuk saya
Ras Ras,2,2024-07-13 05:50:11,Min kenapa setelah di update yg ter baru saldo mitra saya ga ada ya ini gimana saya mau mindin ke dana nya klo saldo saya ga ada
firman channel,1,2024-07-13 05:41:24,Tiba tiba paylaternya tidak bisa digunakan padahal habis dibayar tagihannya. Mending di uninstal aja apk ga berguna
sarjo pudaxs,5,2024-07-13 05:18:10,Cepat dan mudah digunakan
SUDAR JZ11BKM,3,2024-07-13 04:59:52,"baru saja suruh update aplikasi,baru satu minggu digunakan harus di update lagi,payah. belum lagi tiap update aplikasi ukuran nya makin besar"
Andri Sofyannur,5,2024-07-13 04:56:43,Jelek
Prayitnosugeng Sugeng,4,2024-07-13 04:44:26,Lebih di tingkatkan... Layanannya... Ongkir jgn mahal2... Kadang kalah d ongkir... 🤣 Cek lg banyak lapak yg ngk sesuai dg kenyataan....
Khoirul anam video viral,5,2024-07-13 04:38:50,Bagus
AZF Solution,1,2024-07-13 03:42:56,Ni kenapa pengajuan upgrade seller nya proses nya lama
Heri Setiawan,4,2024-07-13 02:42:19,Apk yg sangat membantu di saat kita sedang sibuk dgn pekerjaan kita... Menyediakan ke butuh kita...sayang Nya selalu minta di Update terus...
Fadil,1,2024-07-13 02:34:35,"Makin aneh dan ga profesional kayanya developernya. Fitur pencarian barang aja di masukin beberapa kali keyword yg mau di cari hasilnya ga tampil apa"". Tes mau checkout ada kolom voucher yg ga bisa dipakai, giliran di klik lihat detail ga ada respon apa"". Makin kesini kualitas aplikasinya turun. Ditambah minim bakar uang untuk promo voucher. Bentar lagi juga bangkrut."
Agus Santoso,4,2024-07-12 23:13:48,Transaksi lancar banget
ferry,5,2024-07-12 19:10:06,Toko ditutup
acengdi official,2,2024-07-12 18:39:46,"Minus : fitur tambah vidio via aplikasi, fitur tambah foto masih ribet, tidak bisa ubah username toko (hanya nama toko saja), hapus toko yang harus isi formulir bermaterai. Udah tau sepi jualan di BL tapi ga dengerin nasehat seller."
Hendrik Sanjaya,1,2024-07-12 18:31:00,Tidak bisa paylatter
Raden Ahmad Mustaslim Ashshiddiqy,1,2024-07-12 18:10:10,"Gajelas banget ganti email sama nomor aja lag banget ga ke konfirmasi Mulu, padahal di email-nya udh jelas2 ke konfirmasi, tapi di apknya belum ke update infonya aneh banget"
Gobang 21,3,2024-07-12 17:45:33,Paylatet via kredivo udh gak bisa dipakai lg
Oki Muryono,1,2024-07-12 16:25:13,Jualan dibukalapak akun saya sudah gak bisa.. gak tau kenapa saya diblokir sebagai seller. Rejeki gak kemana di tokped malah lebih laku.. Cuihhh bukalapak..!!
PROFIT DAILY,5,2024-07-12 16:19:21,Sangat membantu
Sutomo Tjandra,5,2024-07-12 15:39:45,Baik
Priska Supriyani,5,2024-07-12 15:27:06,Oke
HS-24,1,2024-07-12 15:01:31,"buat kalian pengguna bukalapak jgn pernah gunakan pay leter di aplikasi ini jika atau kalian akan menyesal seumur hidup, mending pake shope dan sebagainya"
Untri Koza74,5,2024-07-12 15:01:03,Bagus
Mohamad Irham Rabbany,3,2024-07-12 14:48:17,Ada barang yg udah bayar tapi gak di kirim2.
Bo Gor,1,2024-07-12 14:25:10,Lebih lengkap dong barang nya sama dengan yg sebelah
Yumendri Ende,1,2024-07-12 14:08:46,Algoritma pencarian barangnya harusnya diupgrade ke yg lebih baik . Minimal kek si oren lah
Isro Isro,5,2024-07-12 14:08:34,Mudah untuk belanja untuk cari barang
Adit Syahrani,5,2024-07-12 13:56:57,"👍🏻👍🏻👍🏻 aplikasinya cocok buat belanja,lumayan lengkap barang yg di jual karena banyak toko yg berjualan di bukalapak"
Tof Hida,3,2024-07-12 13:48:14,Penghapusan akun ja ribet amat
Fastabiqul Khoirot,1,2024-07-12 13:41:05,"Aplikasi gak jelas, mengapa akun saya di non aktifkan, di kenain denda biaya layanan per bulan juga, parah emang aplikasi ini. Saya tidak iklhas akun saya di non aktifkan, seger balikin akun saya, atau kutuntut besok di akhirat kelak"
TUIE OFFICIAL,1,2024-07-12 13:27:04,Paylater ku di blokir . Padahal udah ga ada tagihan
Green Trooper,5,2024-07-12 13:09:17,Banyak kemudahan dan aman
ali wartono,5,2024-07-12 13:00:36,Menu lengkap
muhammad hidayat,1,2024-07-12 12:58:01,"Sangat pelit dalam memberikan voucher gratis ongkir,ga seperti di shopee."
Dukhri Muhamad,5,2024-07-12 12:48:41,Mudah
Achmad Triwibowo Hanansyah,4,2024-07-12 12:29:28,Suka menggunakan Bukalapak
PT Mineral Bara Indonesia,5,2024-07-12 12:07:02,dr dulu belanja disini lancar
STAKAP TV,3,2024-07-12 12:03:19,"Ngga ada kemajuan, stagnan"
nurul hamzah,5,2024-07-12 11:46:36,Mantap
Sutrisno Cak,5,2024-07-12 10:53:09,Selalu lancar dan tepat waktu
Arakata,2,2024-07-12 03:57:11,"Bukalapak paylater sudah tidak bisa, udah bangkrut kali,voucher ongkir dan diskon sudah ga pernah ada,sekali ada voucher paling seharga kopi doang satu gelas, selamat tinggal belanja di bukalapak"
Ditya Satria,1,2024-07-12 02:48:33,Paylatter sudah tidak bisa digunakan..keamanan akun juga payah bnyak yang kehilangan saldo nya tiba2...
anon,5,2024-07-12 02:42:03,demi apa
Mas Hurin,2,2024-07-11 18:25:13,"Bertahun tahun pakek bukalapak, kenapa paylater tidak dapat di pergunakan,"
Ammar Al Faruq Neza,1,2024-07-11 18:07:36,Mengecewakan paylaternya gak bisa di gunakan lagi
Vit Hot,4,2024-07-11 14:37:22,Selama ada COD aplikasi ini oke. Buat geratis ongkir juga dong se pulau Jawa juga kan operasi aplikasi ini...
Tegar Ganteng,1,2024-07-11 13:35:59,"Kenapa fitur Pindahkan saldo mitra ke DANA dihilangkan, padahal membantu banget itu"
arkan ataya,5,2024-07-11 12:08:04,Buka pokoke mantap 👍👍👍
Ryan Jauhari,1,2024-07-11 11:08:56,"Saya mau berjualan di bukalapak, login nya susah sekali. Setelah berhasil login, mau add produk malah di minta scan QR code. Terus aja begitu dari browser laptop ke hp sama aja begitu, sampe udah download app, berhasil login malah di minta KYC KTP, setelah repot KYC malah di suruh isi GForm pendaftaran pelapak fisik, yaampun Ribet!"
Cang Yusuf,5,2024-07-11 10:04:33,Oka lanjutkan 👍
M Rian Afrizal,5,2024-07-11 08:31:33,Pengalaman yang sangat menyenangkan membeli pelatihan untuk orakerja disini
Sri Mulyati,5,2024-07-11 08:27:41,Pokonya mantap bukalapak
